customer_id,tenure_months,monthly_spend,contract_type,product_plan,payment_method,late_payments_6m,support_tickets_3m,complaints_6m,average_weekly_usage_hours,days_since_last_login,satisfaction_score,auto_renew,churned
CUST-1178,62,95.69,Two-Year,Premium,Mailed Check,0,2,0,42.9,19,4,0,0
CUST-1533,72,87.46,Two-Year,Standard,Mailed Check,0,3,0,38.0,23,4,1,0
CUST-1474,17,128.8,One-Year,Premium,Credit Card,0,5,0,15.7,11,4,1,0
CUST-1210,37,120.56,Two-Year,Standard,Credit Card,0,0,0,13.1,25,4,1,0
CUST-1669,15,83.94,Month-to-Month,Basic,Credit Card,0,2,0,25.4,3,1,0,1
CUST-1918,6,51.97,Month-to-Month,Premium,Electronic Check,0,3,3,28.7,25,2,1,1
CUST-1556,55,144.51,One-Year,Basic,Bank Transfer,0,0,0,5.7,15,5,0,0
CUST-1744,52,107.11,Two-Year,Premium,Mailed Check,6,0,0,16.1,19,4,0,0
CUST-1195,17,93.6,One-Year,Standard,Credit Card,2,4,1,18.8,0,2,0,0
CUST-1951,71,135.69,Two-Year,Standard,Mailed Check,2,3,0,16.7,21,4,0,0
CUST-1791,10,62.53,One-Year,Standard,Electronic Check,0,5,0,31.5,22,1,1,0
CUST-1979,25,144.5,One-Year,Premium,Credit Card,0,0,0,19.4,25,5,1,0
CUST-1435,54,147.42,One-Year,Standard,Credit Card,0,3,0,32.3,26,4,1,0
CUST-1271,16,120.38,One-Year,Standard,Bank Transfer,0,0,0,3.8,29,5,1,0
CUST-1769,24,105.79,One-Year,Basic,Electronic Check,0,3,1,36.5,25,1,1,0
CUST-1422,6,72.72,Month-to-Month,Premium,Mailed Check,5,4,0,20.9,35,2,0,1
CUST-1531,69,129.78,One-Year,Standard,Electronic Check,0,5,0,7.3,12,4,1,0
CUST-1344,42,34.36,Two-Year,Premium,Credit Card,0,2,1,30.4,51,3,1,0
CUST-1197,12,111.48,Month-to-Month,Basic,Mailed Check,6,8,1,15.1,3,2,1,1
CUST-1966,24,$130.32,Month-to-Month,Basic,Mailed Check,0,4,0,17.7,20,4,0,0
CUST-1357,12,34.63,Month-to-Month,Standard,Electronic Check,0,2,0,26.9,24,3,0,0
CUST-1955,53,40.58,Two-Year,Premium,Mailed Check,0,2,0,46.3,3,5,1,0
CUST-1782,19,94.88,One-Year,Basic,Bank Transfer,0,0,0,17.9,24,4,0,0
CUST-1246,33,48.37,One-Year,Premium,Mailed Check,0,0,0,37.2,26,5,1,0
CUST-1332,1,91.27,Month-to-Month,Standard,Mailed Check,0,1,0,26.5,26,3,0,0
CUST-1321,-1,$94.28,One-Year,Premium,Bank Transfer,0,5,0,21.0,13,2,1,0
CUST-1234,50,44.03,Two-Year,Standard,Bank Transfer,0,2,0,12.0,26,4,0,0
CUST-1690,60,103.52,Two-Year,Basic,Credit Card,0,0,0,37.1,24,5,1,0
CUST-1296,6,48.45,Month-to-Month,Basic,Credit Card,2,1,0,21.7,25,4,0,1
CUST-1278,26,100.67,One-Year,Basic,Electronic Check,0,4,0,9.5,23,5,1,0
CUST-1275,54,107.65,Two-Year,Standard,Mailed Check,4,4,0,7.5,21,3,0,0
CUST-1258,2,59.15,One-Year,Basic,Electronic Check,1,5,0,21.4,19,1,0,1
CUST-1065,13,133.64,One-Year,Basic,Mailed Check,0,2,3,38.8,10,1,0,1
CUST-1833,68,45.8,Two-Year,Basic,Bank Transfer,0,0,0,13.8,24,5,1,0
CUST-1546,60,144.94,Two-Year,Standard,Bank Transfer,0,6,1,33.9,12,2,1,0
CUST-1351,20,32.26,One-Year,Standard,Bank Transfer,0,2,0,11.5,8,1,1,0
CUST-1502,16,65.45,Month-to-Month,Standard,Bank Transfer,0,5,0,12.4,28,2,0,0
CUST-1094,45,65.64,Two-Year,Basic,Bank Transfer,0,2,0,24.9,24,4,0,0
CUST-1874,35,49.73,One-Year,Standard,Electronic Check,0,2,0,15.4,23,5,1,0
CUST-1871,36,108.12,One-Year,Standard,Mailed Check,0,1,0,14.1,16,4,1,0
CUST-1710,45,82.91,Two-Year,Premium,Credit Card,0,5,0,16.6,31,5,0,0
CUST-1588,51,41.9,Two-Year,Basic,Electronic Check,0,2,0,29.1,28,5,0,0
CUST-1652,19,75.42,One-Year,Basic,Credit Card,0,3,0,13.6,20,2,1,0
CUST-1658,17,57.66,One-Year,Basic,Bank Transfer,0,3,0,22.2,16,2,1,0
CUST-1732,2,97.22,Month-to-Month,Premium,Credit Card,0,1,0,13.7,0,3,0,1
CUST-1924,69,110.64,Two-Year,Standard,Bank Transfer,0,4,0,7.5,17,5,0,0
CUST-1396,31,42.5,One-Year,Basic,Mailed Check,0,4,0,23.1,26,5,1,0
CUST-1891,48,100.28,One-Year,Standard,Bank Transfer,0,4,0,30.2,25,4,0,0
CUST-1524,37,85.65,One-Year,Standard,Electronic Check,0,3,0,27.3,4,5,0,0
CUST-1482,33,109.29,Month-to-Month,Standard,Bank Transfer,0,6,1,39.7,13,2,1,1
CUST-1316,23,81.95,One-Year,Basic,Electronic Check,0,5,0,36.6,15,2,0,0
CUST-1335,44,74.63,Two-Year,Standard,Mailed Check,0,0,0,34.1,30,5,1,0
CUST-1788,57,49.07,One-Year,Standard,Electronic Check,0,0,0,27.3,4,5,0,0
CUST-1841,59,76.54,Two-Year,Standard,Credit Card,0,3,0,3.9,19,5,1,0
CUST-1777,20,138.54,Month-to-Month,Basic,Bank Transfer,0,4,0,30.2,25,3,0,0
CUST-1350,51,20.03,One-Year,Standard,Credit Card,2,2,0,10.2,57,5,1,0
CUST-1476,66,137.18,Two-Year,Basic,Mailed Check,0,2,0,16.8,18,4,0,0
CUST-1288,48,144.46,One-Year,Premium,Bank Transfer,0,0,0,27.0,17,4,0,0
CUST-1997,48,114.41,Two-Year,Basic,Electronic Check,0,2,0,24.0,11,5,1,0
CUST-1285,56,104.05,One-Year,Premium,Bank Transfer,2,1,1,42.2,17,2,1,0
CUST-1379,9,118.6,One-Year,Basic,Electronic Check,0,0,0,12.4,16,2,0,0
CUST-1797,38,54.83,One-Year,Standard,Credit Card,0,2,0,14.1,12,5,1,0
CUST-1691,63,47.64,Two-Year,Standard,Credit Card,0,0,0,38.0,,5,1,0
CUST-1087,4,43.45,One-Year,Standard,Electronic Check,0,1,0,23.5,12,1,1,0
CUST-1576,27,81.68,One-Year,Premium,Mailed Check,0,3,0,15.3,27,4,1,0
CUST-1068,49,100.56,One-Year,Standard,Bank Transfer,0,5,0,11.7,0,5,0,0
CUST-1428,25,35.28,One-Year,Basic,Electronic Check,0,4,0,19.6,20,4,1,0
CUST-1912,6,65.15,Month-to-Month,Standard,Credit Card,0,5,0,18.4,49,2,0,1
CUST-1615,12,33.71,One-Year,Basic,Bank Transfer,0,2,0,31.1,7,4,0,0
CUST-1444,17,136.78,One-Year,Basic,Electronic Check,0,2,0,31.3,1,3,1,0
CUST-1077,63,100.03,Two-Year,Basic,Electronic Check,0,3,0,34.5,3,5,0,0
CUST-1510,13,80.41,One-Year,Premium,Electronic Check,5,4,0,12.6,23,3,0,1
CUST-1295,65,21.38,One-Year,Premium,Bank Transfer,0,1,0,18.8,30,5,0,0
CUST-1534,59,36.82,Two-Year,Premium,Credit Card,0,3,0,40.4,30,5,0,0
CUST-1614,64,123.59,Two-Year,Premium,Mailed Check,0,3,0,30.3,17,4,0,0
CUST-1873,27,94.23,Month-to-Month,Standard,Bank Transfer,0,3,0,34.4,19,5,0,0
CUST-1162,63,145.65,Two-Year,Premium,Mailed Check,0,5,0,18.4,23,5,0,0
CUST-1775,34,146.79,Month-to-Month,Premium,Electronic Check,0,0,0,25.3,2,5,1,0
CUST-1737,59,93.67,Two-Year,Standard,Credit Card,0,3,0,7.6,21,5,1,0
CUST-1522,14,121.61,One-Year,Basic,Credit Card,0,1,0,35.1,29,3,0,0
CUST-1921,17,32.56,One-Year,Premium,Mailed Check,0,0,0,35.0,23,5,0,0
CUST-1858,10,121.8,Month-to-Month,Premium,Credit Card,0,4,0,32.3,0,1,0,0
CUST-1689,32,110.97,One-Year,Basic,Bank Transfer,0,2,0,23.7,27,5,0,0
CUST-1675,54,51.52,One-Year,Basic,Bank Transfer,0,5,0,16.3,0,5,1,0
CUST-1621,38,111.54,Two-Year,Basic,Electronic Check,0,5,0,29.8,25,4,0,0
CUST-1461,15,30.11,One-Year,Standard,Credit Card,0,0,0,21.5,1,3,1,0
CUST-1724,32,105.73,One-Year,Basic,Credit Card,1,3,0,27.5,14,5,1,0
CUST-1839,50,109.22,One-Year,Standard,Mailed Check,0,0,0,11.8,20,5,1,0
CUST-1198,14,33.42,One-Year,Standard,Bank Transfer,0,1,0,27.7,2,1,0,1
CUST-1853,52,84.33,Two-Year,Standard,Mailed Check,0,1,0,2.1,26,5,1,0
CUST-1013,32,49.21,One-Year,Basic,Bank Transfer,6,0,0,4.2,2,2,1,0
CUST-1329,42,132.35,Two-Year,Premium,Electronic Check,0,1,0,38.5,5,5,0,0
CUST-1044,54,126.9,One-Year,Standard,Electronic Check,0,3,0,18.5,23,5,0,0
CUST-1443,30,128.54,One-Year,Premium,Electronic Check,0,2,0,41.9,15,5,1,0
CUST-1865,36,99.12,One-Year,Basic,Bank Transfer,0,3,0,26.3,0,4,0,0
CUST-1417,56,48.39,Two-Year,Basic,Mailed Check,1,0,0,23.7,8,5,1,0
CUST-1269,61,113.17,Two-Year,Premium,Mailed Check,0,5,0,25.0,26,5,1,0
CUST-1231,62,111.59,Two-Year,Premium,Bank Transfer,0,3,0,15.8,6,5,1,0
CUST-1371,5,87.68,Month-to-Month,Standard,Credit Card,0,1,0,17.0,43,5,0,0
CUST-1641,37,92.04,Two-Year,Basic,Mailed Check,4,5,0,21.6,21,4,1,0
CUST-1978,61,52.06,Two-Year,Basic,Electronic Check,0,4,0,7.6,8,5,0,0
CUST-1642,1,112.84,One-Year,Premium,Electronic Check,0,5,0,47.0,28,5,1,0
CUST-1253,58,55.56,One-Year,Premium,Bank Transfer,4,0,0,36.1,12,4,1,0
CUST-1808,42,79.98,Two-Year,Premium,Credit Card,0,3,0,26.3,47,4,1,0
CUST-1580,5,127.44,One-Year,Standard,Credit Card,0,0,0,16.7,6,5,1,0
CUST-1075,72,62.64,Two-Year,Basic,Credit Card,0,3,0,13.5,13,4,1,0
CUST-1526,22,76.43,One-Year,Basic,Bank Transfer,0,0,0,39.2,25,5,0,0
CUST-1896,60,106.89,Two-Year,Premium,Electronic Check,0,1,0,26.2,4,5,0,0
CUST-1070,38,149.05,Two-Year,Basic,Mailed Check,0,4,0,31.6,1,5,0,0
CUST-1149,17,86.72,One-Year,Premium,Credit Card,0,5,0,39.5,12,1,0,0
CUST-1720,59,84.13,Two-Year,Basic,Electronic Check,1,0,0,33.4,4,5,0,0
CUST-1131,13,71.21,One-Year,Premium,Electronic Check,0,1,0,27.3,35,3,0,0
CUST-1684,12,143.87,Month-to-Month,Basic,Bank Transfer,0,1,0,21.1,23,5,0,0
CUST-1150,6,75.08,One-Year,Basic,Credit Card,0,0,0,19.9,9,2,0,0
CUST-1073,33,138.83,One-Year,Standard,Electronic Check,0,3,0,7.3,30,5,1,0
CUST-1959,31,111.07,One-Year,Standard,Mailed Check,0,2,0,30.9,14,5,1,0
CUST-1643,22,107.69,One-Year,Basic,Bank Transfer,0,1,0,38.2,13,2,1,0
CUST-1649,42,117.64,Two-Year,Premium,Mailed Check,0,0,0,16.8,11,4,0,0
CUST-1567,34,138.38,Month-to-Month,Premium,Bank Transfer,0,0,0,20.0,14,5,0,0
CUST-1843,69,32.29,Two-Year,Basic,Mailed Check,0,2,0,19.4,19,5,1,0
CUST-1177,57,123.7,Two-Year,Basic,Mailed Check,0,1,0,11.2,21,5,1,0
CUST-1102,5,106.05,One-Year,Basic,Mailed Check,0,1,0,31.3,25,4,1,0
CUST-1220,26,103.54,One-Year,Basic,Credit Card,0,5,0,22.7,15,5,1,0
CUST-1491,24,101.92,One-Year,Basic,Credit Card,0,5,0,23.9,3,5,0,0
CUST-1739,37,122.08,Two-Year,Premium,Bank Transfer,0,5,0,49.8,6,5,1,0
CUST-1758,30,26.69,One-Year,Standard,Credit Card,0,2,0,11.6,22,5,1,0
CUST-1680,41,104.85,Two-Year,Standard,Bank Transfer,0,2,0,9.4,3,5,0,0
CUST-1194,12,115.02,Month-to-Month,Premium,Electronic Check,0,4,0,48.8,26,3,1,0
CUST-1219,23,66.01,Month-to-Month,Standard,Electronic Check,5,1,0,25.4,20,4,1,1
CUST-1492,17,130.1,One-Year,Standard,Electronic Check,2,5,0,28.1,26,3,1,0
CUST-1755,49,37.32,Two-Year,Premium,Bank Transfer,0,3,0,22.9,6,5,0,0
CUST-1914,34,119.92,Month-to-Month,Basic,Electronic Check,0,2,0,8.5,15,5,0,0
CUST-1754,50,118.26,Two-Year,Basic,Credit Card,6,0,0,4.8,24,3,1,0
CUST-1962,15,22.99,Month-to-Month,Basic,Bank Transfer,0,3,1,34.8,0,1,0,0
CUST-1010,39,129.42,Two-Year,Premium,Bank Transfer,0,1,0,41.6,16,5,1,0
CUST-1544,53,28.51,One-Year,Standard,Bank Transfer,0,0,0,38.6,21,5,0,0
CUST-1836,55,97.6,Two-Year,Basic,Electronic Check,0,5,0,3.0,28,5,1,0
CUST-1273,18,37.96,One-Year,Premium,Electronic Check,0,4,0,39.1,29,2,1,0
CUST-1682,6,93.29,Month-to-Month,Basic,Credit Card,3,2,0,30.6,30,3,0,0
CUST-1890,50,133.87,One-Year,Standard,Electronic Check,2,2,1,7.3,15,2,0,0
CUST-1116,8,29.76,One-Year,Standard,Electronic Check,0,5,0,38.2,4,4,1,0
CUST-1013,32,49.21,One-Year,Basic,Bank Transfer,6,0,0,4.2,2,2,1,0
CUST-1523,64,115.23,One-Year,Basic,Electronic Check,2,1,0,18.7,13,4,0,0
CUST-1062,66,117.02,One-Year,Basic,Electronic Check,0,3,0,31.9,8,5,1,0
CUST-1381,46,140.52,Two-Year,Premium,Mailed Check,0,5,0,42.7,28,4,1,0
CUST-1012,71,41.47,Two-Year,Premium,Mailed Check,0,4,0,38.2,22,5,0,0
CUST-1401,47,129.2,One-Year,Standard,Bank Transfer,0,0,0,7.5,28,4,1,0
CUST-1766,71,58.05,Two-Year,Basic,Electronic Check,0,4,0,4.1,28,5,1,0
CUST-1137,36,92.55,Month-to-Month,Standard,Electronic Check,0,5,0,14.0,11,5,0,0
CUST-1932,46,27.62,Two-Year,Premium,Credit Card,0,0,0,24.2,16,5,1,0
CUST-1151,54,68.68,Two-Year,Standard,Mailed Check,0,5,0,35.2,4,,1,0
CUST-1208,2,51.79,Month-to-Month,Standard,Mailed Check,0,1,0,34.6,17,4,1,0
CUST-1238,2,122.25,One-Year,Premium,Mailed Check,5,1,0,34.1,30,2,0,0
CUST-1827,38,53.72,Two-Year,Standard,Credit Card,0,4,0,31.4,16,4,0,0
CUST-1574,46,137.19,Two-Year,Premium,Credit Card,1,1,0,25.7,17,5,1,0
CUST-1794,27,112.3,Month-to-Month,Standard,Electronic Check,0,5,0,26.2,15,5,0,0
CUST-1424,29,28.2,Month-to-Month,Standard,Electronic Check,0,5,0,14.3,21,5,0,0
CUST-1597,32,46.76,Month-to-Month,Premium,Bank Transfer,0,5,0,35.1,12,5,1,0
CUST-1190,12,77.08,Month-to-Month,Basic,Bank Transfer,0,4,0,34.7,19,2,0,0
CUST-1999,6,64.65,One-Year,Basic,Electronic Check,0,5,0,32.4,4,2,0,0
CUST-1764,69,93.85,One-Year,Premium,Bank Transfer,4,0,0,18.9,1,3,0,0
CUST-1923,46,28.5,Two-Year,Standard,Electronic Check,5,5,0,20.7,22,4,1,0
CUST-1761,5,64.96,Month-to-Month,Standard,Credit Card,0,3,0,12.3,1,4,0,0
CUST-1767,18,129.39,One-Year,Basic,Electronic Check,6,1,0,33.0,38,4,0,1
CUST-1568,56,134.19,One-Year,Basic,Bank Transfer,0,1,0,9.3,12,5,1,0
CUST-1560,59,87.24,Two-Year,Basic,Credit Card,0,4,0,24.5,26,4,0,0
CUST-1676,10,81.99,One-Year,Basic,Credit Card,1,1,0,2.5,26,2,0,0
CUST-1457,66,45.2,Two-Year,Basic,Credit Card,0,1,0,35.2,26,5,0,0
CUST-1202,47,141.41,One-Year,Standard,Mailed Check,0,5,0,19.9,24,4,1,0
CUST-1760,34,46.07,Month-to-Month,Basic,Bank Transfer,0,5,0,30.8,29,5,0,0
CUST-1192,53,139.44,Two-Year,Premium,Bank Transfer,0,1,0,39.0,26,5,1,0
CUST-1585,28,138.14,One-Year,Premium,Credit Card,0,0,0,31.2,24,4,1,0
CUST-1889,59,22.1,Two-Year,Standard,Mailed Check,0,0,0,37.9,26,4,0,0
CUST-1166,5,32.16,Month-to-Month,Standard,Mailed Check,0,4,1,26.5,10,1,0,1
CUST-1786,36,142.82,Month-to-Month,Basic,Electronic Check,0,0,0,36.1,18,5,0,0
CUST-1950,53,68.73,Two-Year,Basic,Mailed Check,0,0,0,19.2,28,5,1,0
CUST-1141,12,$104.8,Month-to-Month,Premium,Credit Card,0,1,0,43.8,29,4,1,0
CUST-1250,34,114.27,One-Year,Basic,Electronic Check,0,1,0,30.3,9,5,1,0
CUST-1520,3,66.64,Month-to-Month,Standard,Bank Transfer,1,4,0,14.8,3,1,0,0
CUST-1411,58,69.66,Two-Year,Premium,Credit Card,0,4,0,48.3,13,5,1,0
CUST-1888,27,35.65,One-Year,Premium,Electronic Check,0,2,0,20.0,2,5,1,0
CUST-1969,62,68.16,Two-Year,Standard,Electronic Check,0,5,0,24.3,1,5,0,0
CUST-1681,31,56.69,One-Year,Basic,Credit Card,0,-1,0,13.7,17,4,1,0
CUST-1270,6,136.59,Month-to-Month,Basic,Mailed Check,0,2,1,16.9,14,2,0,0
CUST-1090,63,88.5,Two-Year,Basic,Bank Transfer,2,4,0,13.5,6,5,1,0
CUST-1067,13,77.68,One-Year,Standard,Credit Card,0,5,1,7.5,16,2,1,0
CUST-1943,8,70.87,Month-to-Month,Standard,Credit Card,0,5,0,27.0,45,1,0,1
CUST-1901,66,45.33,Two-Year,Basic,Credit Card,0,5,0,24.8,4,5,1,0
CUST-1719,6,63.86,Month-to-Month,Basic,Mailed Check,0,8,1,30.6,12,3,0,0
CUST-1571,68,110.29,Two-Year,Standard,Mailed Check,0,3,0,32.0,38,5,0,0
CUST-1447,19,143.21,One-Year,Basic,Credit Card,0,4,0,14.6,22,3,0,0
CUST-1286,52,76.29,One-Year,Standard,Credit Card,0,5,0,4.4,23,5,0,0
CUST-1035,55,127.97,Two-Year,Standard,Bank Transfer,0,3,0,30.6,26,5,0,0
CUST-1486,8,83.75,Month-to-Month,Premium,Credit Card,0,3,0,21.4,8,2,0,0
CUST-1429,61,84.68,One-Year,Premium,Credit Card,0,2,0,28.5,10,4,1,0
CUST-1989,28,135.26,One-Year,Standard,Mailed Check,0,5,0,35.8,26,4,1,0
CUST-1886,30,105.56,Month-to-Month,Standard,Bank Transfer,0,2,0,37.0,24,5,0,1
CUST-1922,35,94.65,Month-to-Month,Standard,Mailed Check,2,3,0,2.8,14,5,0,0
CUST-1378,23,40.97,One-Year,Premium,Bank Transfer,0,5,0,47.4,2,3,1,0
CUST-1982,4,101.76,One-Year,Standard,Mailed Check,0,4,0,3.3,9,5,1,0
CUST-1538,30,137.03,One-Year,Premium,Credit Card,0,3,0,36.5,27,5,0,0
CUST-1726,25,28.92,One-Year,Basic,Electronic Check,0,4,0,7.6,28,4,1,0
CUST-1022,14,142.06,Month-to-Month,Standard,Credit Card,0,5,0,12.3,19,3,0,1
CUST-1441,58,100.72,Two-Year,Premium,Credit Card,4,3,0,46.1,9,2,1,0
CUST-1716,60,93.77,Two-Year,Basic,Credit Card,0,4,0,10.3,17,,1,0
CUST-1376,17,144.86,Month-to-Month,Premium,Electronic Check,0,4,1,30.8,6,3,1,0
CUST-1509,62,59.05,One-Year,Premium,Electronic Check,0,4,0,33.6,17,5,1,0
CUST-1449,29,77.98,Month-to-Month,Standard,Credit Card,0,1,0,10.4,29,4,0,0
CUST-1954,9,67.18,Month-to-Month,Premium,Mailed Check,0,5,0,23.5,25,2,1,0
CUST-1577,4,68.71,One-Year,Basic,Electronic Check,0,0,0,27.0,11,4,1,0
CUST-1620,59,39.17,Two-Year,Basic,Credit Card,0,2,0,28.2,8,5,0,0
CUST-1759,67,141.14,Two-Year,Standard,Mailed Check,0,4,0,6.2,15,5,1,0
CUST-1136,42,149.76,Two-Year,Premium,Mailed Check,0,1,0,32.3,17,5,1,0
CUST-1143,15,62.99,One-Year,Standard,Electronic Check,0,0,0,32.0,18,2,1,0
CUST-1169,45,26.98,Two-Year,Basic,Credit Card,0,4,0,17.1,24,5,1,0
CUST-1104,57,80.02,Two-Year,Standard,Mailed Check,0,1,0,7.3,8,5,1,0
CUST-1119,16,37.64,Month-to-Month,Standard,Bank Transfer,0,3,0,32.8,30,3,0,0
CUST-1910,63,51.56,Two-Year,Basic,Mailed Check,0,0,0,33.4,15,5,0,0
CUST-1881,51,124.79,One-Year,Premium,Credit Card,0,4,0,33.5,1,5,1,0
CUST-1731,22,60.96,Month-to-Month,Basic,Bank Transfer,1,3,0,27.3,13,2,0,1
CUST-1235,11,106.86,One-Year,Standard,Bank Transfer,0,3,0,17.9,17,4,1,0
CUST-1506,50,121.33,Two-Year,Premium,Bank Transfer,0,3,0,40.0,29,4,1,0
CUST-1598,25,26.77,Month-to-Month,Basic,Bank Transfer,0,3,1,18.2,14,2,0,1
CUST-1700,3,100.11,Month-to-Month,Basic,Mailed Check,0,4,0,5.8,14,1,0,1
CUST-1349,48,73.6,Two-Year,Standard,Electronic Check,0,4,0,16.3,17,5,0,0
CUST-1229,57,115.24,One-Year,Standard,Mailed Check,0,2,0,5.9,15,5,0,0
CUST-1188,5,55.73,One-Year,Standard,Bank Transfer,0,4,0,31.1,17,5,1,0
CUST-1310,50,140.99,Two-Year,Premium,Electronic Check,2,4,0,36.3,58,5,1,0
CUST-1045,62,80.43,Two-Year,Premium,Electronic Check,0,1,0,15.3,28,5,0,0
CUST-1386,50,44.36,One-Year,Standard,Electronic Check,0,2,0,20.9,7,4,1,0
CUST-1792,67,61.28,Two-Year,Premium,Credit Card,2,5,0,34.3,27,5,1,0
CUST-1181,59,121.96,Two-Year,Standard,Electronic Check,0,3,0,19.2,2,4,0,0
CUST-1998,64,107.84,Two-Year,Standard,Mailed Check,0,2,0,14.6,11,5,0,0
CUST-1763,55,91.44,One-Year,Standard,Credit Card,0,2,0,15.0,29,4,1,0
CUST-1946,61,$141.84,Two-Year,Standard,Electronic Check,0,3,0,30.4,21,,0,0
CUST-1397,49,62.56,Two-Year,Premium,Credit Card,0,1,0,46.3,20,5,1,0
CUST-1006,8,49.78,Month-to-Month,Standard,Mailed Check,0,1,0,23.6,22,,0,0
CUST-1256,52,22.49,One-Year,Premium,Bank Transfer,0,0,0,18.4,11,5,0,0
CUST-1498,51,107.26,One-Year,Premium,Credit Card,0,2,0,30.7,10,4,1,0
CUST-1494,34,39.4,One-Year,Basic,Credit Card,6,7,1,9.7,30,2,0,1
CUST-1204,11,86.47,Month-to-Month,Basic,Electronic Check,0,5,0,26.7,20,4,0,1
CUST-1079,30,62.71,Month-to-Month,Premium,Credit Card,0,1,0,32.5,25,4,0,0
CUST-1159,2,47.54,Month-to-Month,Premium,Credit Card,0,3,0,38.4,22,2,0,1
CUST-1704,17,142.12,One-Year,Premium,Bank Transfer,0,2,0,28.6,3,2,1,0
CUST-1113,46,132.08,One-Year,Premium,Electronic Check,0,2,0,27.2,14,5,0,0
CUST-1437,18,133.65,One-Year,Basic,Electronic Check,0,5,0,34.7,2,3,1,0
CUST-1340,69,122.89,One-Year,Standard,Bank Transfer,0,4,0,30.8,25,4,0,0
CUST-1616,18,139.96,One-Year,Premium,Mailed Check,0,5,0,20.5,18,5,1,0
CUST-1298,67,52.71,One-Year,Premium,Mailed Check,0,2,0,30.3,59,5,1,0
CUST-1041,3,100.77,Month-to-Month,Basic,Mailed Check,0,4,0,19.7,8,2,0,0
CUST-1167,61,55.24,One-Year,Premium,Electronic Check,0,4,0,18.8,27,5,1,0
CUST-1301,3,134.21,One-Year,Premium,Electronic Check,0,1,0,49.7,27,2,0,0
CUST-1864,65,60.86,Two-Year,Standard,Mailed Check,0,4,0,20.4,33,4,1,0
CUST-1179,46,41.62,Two-Year,Basic,Mailed Check,0,2,0,18.4,0,5,0,0
CUST-1895,29,86.92,Month-to-Month,Basic,Credit Card,0,5,0,35.7,3,4,0,0
CUST-1530,34,101.51,One-Year,Basic,Credit Card,0,0,0,23.8,0,5,0,0
CUST-1934,64,149.0,Two-Year,Premium,Credit Card,0,0,0,15.4,28,5,1,0
CUST-1121,60,124.48,Two-Year,Basic,Credit Card,0,3,0,29.3,16,5,1,0
CUST-1600,62,22.58,Two-Year,Standard,Credit Card,0,2,0,7.8,23,5,1,0
CUST-1942,19,77.46,Month-to-Month,Premium,Bank Transfer,0,5,0,33.6,30,3,0,1
CUST-1050,69,36.46,One-Year,Basic,Electronic Check,0,1,0,30.6,3,5,1,0
CUST-1908,63,118.6,One-Year,Premium,Credit Card,0,5,0,34.8,11,5,0,0
CUST-1670,68,63.53,One-Year,Premium,Mailed Check,0,5,0,35.7,9,5,0,0
CUST-1549,1,137.19,One-Year,Basic,Mailed Check,0,5,0,31.0,17,1,1,0
CUST-1821,61,117.49,Two-Year,Premium,Credit Card,0,3,3,17.0,13,1,1,0
CUST-1930,4,100.87,One-Year,Basic,Electronic Check,0,0,0,8.9,16,1,1,0
CUST-1579,49,46.55,Two-Year,Basic,Mailed Check,0,0,0,38.6,20,4,1,0
CUST-1714,46,68.61,Two-Year,Basic,Mailed Check,0,0,0,11.6,13,5,1,0
CUST-1282,28,143.54,One-Year,Premium,Mailed Check,6,5,0,25.1,7,3,0,0
CUST-1475,32,50.5,One-Year,Premium,Credit Card,0,0,0,16.3,41,5,0,0
CUST-1186,50,75.0,Two-Year,Premium,Bank Transfer,0,3,0,19.1,26,5,0,0
CUST-1515,26,58.33,One-Year,Basic,Electronic Check,0,9,1,34.2,23,2,1,0
CUST-1071,46,48.47,One-Year,Premium,Electronic Check,0,5,0,37.9,4,5,0,0
CUST-1456,3,129.89,Month-to-Month,Premium,Credit Card,0,7,1,14.0,11,1,0,0
CUST-1519,27,56.72,One-Year,Basic,Mailed Check,0,1,0,20.7,25,5,1,0
CUST-1029,6,112.14,Month-to-Month,Premium,Bank Transfer,0,0,0,47.0,19,1,0,1
CUST-1800,21,128.96,One-Year,Premium,Bank Transfer,0,1,0,24.6,6,2,0,1
CUST-1692,49,28.11,Two-Year,Standard,Mailed Check,0,1,0,38.2,21,5,1,0
CUST-1920,47,124.45,Two-Year,Standard,Electronic Check,0,1,0,15.6,30,5,1,0
CUST-1132,20,98.81,One-Year,Basic,Electronic Check,0,2,0,39.6,23,5,1,0
CUST-1701,59,91.71,One-Year,Basic,Mailed Check,0,2,0,36.7,13,4,0,0
CUST-1935,7,89.46,Month-to-Month,Standard,Mailed Check,6,4,0,35.2,23,3,1,1
CUST-1098,6,52.21,Month-to-Month,Standard,Bank Transfer,0,2,0,31.4,21,3,1,0
CUST-1421,25,38.19,Month-to-Month,Basic,Bank Transfer,0,0,0,26.4,15,4,1,0
CUST-1629,24,72.69,One-Year,Basic,Mailed Check,0,4,0,22.1,2,5,1,0
CUST-1222,29,94.84,One-Year,Standard,Bank Transfer,0,4,0,30.0,11,5,0,0
CUST-1463,65,121.5,Two-Year,Basic,Credit Card,0,4,0,22.1,22,4,0,0
CUST-1721,12,44.85,Month-to-Month,Premium,Credit Card,0,0,0,41.8,40,1,0,0
CUST-1796,55,35.06,Two-Year,Standard,Credit Card,0,3,0,31.4,15,5,1,0
CUST-1566,47,25.71,One-Year,Basic,Bank Transfer,0,1,0,29.3,10,4,1,0
