customerID,churn_probability,predicted_future_12_month_revenue,revenue_at_risk,priority_rank,retention_segment,recommended_action
4123-FCVCB,0.2946,988.13,291.1,3388,Low Priority,No immediate intervention
6243-OZGFH,0.5335,545.61,291.08,3389,Low Priority,No immediate intervention
5999-LCXAO,0.7574,384.19,290.99,3390,"High Risk, Lower Value",Automated retention campaign or targeted offer
1768-HNVGJ,0.3256,893.62,290.96,3391,Low Priority,No immediate intervention
7511-YMXVQ,0.5335,545.29,290.91,3392,Low Priority,No immediate intervention
4459-BBGHE,0.5335,544.92,290.71,3393,Low Priority,No immediate intervention
9281-PKKZE,0.5335,544.9,290.7,3394,Low Priority,No immediate intervention
0134-XWXCE,0.2946,986.39,290.59,3395,Low Priority,No immediate intervention
6704-UTUKK,0.5335,544.6,290.54,3396,Low Priority,No immediate intervention
5760-WRAHC,0.3256,891.82,290.38,3397,Low Priority,No immediate intervention
0032-PGELS,0.7574,383.33,290.33,3398,"High Risk, Lower Value",Automated retention campaign or targeted offer
7459-IMVYU,0.3256,890.18,289.84,3399,Low Priority,No immediate intervention
6599-GZWCM,0.2946,983.3,289.68,3400,Low Priority,No immediate intervention
9013-AQORL,0.5335,542.87,289.62,3401,Low Priority,No immediate intervention
1530-ZTDOZ,0.5335,542.86,289.62,3402,Low Priority,No immediate intervention
2577-GVSIL,0.2946,982.61,289.48,3403,Low Priority,No immediate intervention
7445-WMRBW,0.2946,981.59,289.18,3404,Low Priority,No immediate intervention
7799-DSEWS,0.3256,888.07,289.16,3405,Low Priority,No immediate intervention
6289-CPNLD,0.2946,981.08,289.03,3406,Low Priority,No immediate intervention
2320-SLKMB,0.5335,541.71,289.0,3407,Low Priority,No immediate intervention
6368-NWMCE,0.3256,886.79,288.74,3408,Low Priority,No immediate intervention
5527-ACHSO,0.3256,886.45,288.63,3409,Low Priority,No immediate intervention
1352-VHKAJ,0.3256,885.34,288.27,3410,Low Priority,No immediate intervention
6637-KYRCV,0.7574,380.28,288.02,3411,"High Risk, Lower Value",Automated retention campaign or targeted offer
6202-DYYFX,0.2946,977.63,288.01,3412,Low Priority,No immediate intervention
1703-MGIAB,0.3256,884.32,287.93,3413,Low Priority,No immediate intervention
5766-XQXMQ,0.3256,884.13,287.87,3414,Low Priority,No immediate intervention
8263-OKETD,0.3256,883.37,287.63,3415,Low Priority,No immediate intervention
5269-NRGDP,0.2946,975.67,287.43,3416,Low Priority,No immediate intervention
3466-WAESX,0.3256,882.68,287.4,3417,Low Priority,No immediate intervention
4931-TRZWN,0.3256,881.56,287.04,3418,Low Priority,No immediate intervention
3466-BYAVD,0.3256,879.93,286.51,3419,Low Priority,No immediate intervention
6331-LWDTQ,0.3256,879.17,286.26,3420,Low Priority,No immediate intervention
1078-TDCRN,0.7574,377.93,286.24,3421,"High Risk, Lower Value",Automated retention campaign or targeted offer
9210-IAHGH,0.3256,879.13,286.24,3422,Low Priority,No immediate intervention
7502-BNYGS,0.3256,878.51,286.04,3423,Low Priority,No immediate intervention
4906-ZHGPK,0.2946,969.97,285.75,3424,Low Priority,No immediate intervention
6575-SUVOI,0.3256,876.99,285.55,3425,Low Priority,No immediate intervention
7798-JVXYM,0.3256,876.64,285.43,3426,Low Priority,No immediate intervention
5533-NHFRF,0.5335,534.95,285.4,3427,Low Priority,No immediate intervention
6890-PFRQX,0.3256,876.31,285.33,3428,Low Priority,No immediate intervention
8401-EMUWF,0.3256,876.19,285.29,3429,Low Priority,No immediate intervention
7721-JXEAW,0.5335,534.66,285.24,3430,Low Priority,No immediate intervention
1684-FLBGS,0.3256,875.32,285.0,3431,Low Priority,No immediate intervention
9643-YBLUR,0.3256,875.3,285.0,3432,Low Priority,No immediate intervention
5868-CZJDR,0.7574,376.09,284.85,3433,"High Risk, Lower Value",Automated retention campaign or targeted offer
3059-NGMXB,0.3256,873.95,284.56,3434,Low Priority,No immediate intervention
0603-OLQDC,0.3256,873.77,284.5,3435,Low Priority,No immediate intervention
4257-GAESD,0.5335,533.07,284.39,3436,Low Priority,No immediate intervention
6429-SHBCB,0.3256,873.31,284.35,3437,Low Priority,No immediate intervention
2235-DWLJU,0.5335,532.91,284.31,3438,Low Priority,No immediate intervention
0701-TJSEF,0.3256,871.64,283.81,3439,Low Priority,No immediate intervention
1304-BCCFO,0.3256,871.58,283.79,3440,Low Priority,No immediate intervention
6614-VBEGU,0.3256,871.29,283.69,3441,Low Priority,No immediate intervention
2453-SAFNS,0.2946,962.72,283.62,3442,Low Priority,No immediate intervention
0928-JMXNP,0.7574,374.32,283.51,3443,"High Risk, Lower Value",Automated retention campaign or targeted offer
8663-UPDGF,0.3256,870.65,283.48,3444,Low Priority,No immediate intervention
8350-NYMVI,0.5335,531.26,283.43,3445,Low Priority,No immediate intervention
3780-YVMFA,0.3256,870.48,283.43,3446,Low Priority,No immediate intervention
0471-LVHGK,0.2946,961.68,283.31,3447,Low Priority,No immediate intervention
1399-UBQIU,0.3256,869.64,283.15,3448,Low Priority,No immediate intervention
8970-ANWXO,0.2946,960.93,283.09,3449,Low Priority,No immediate intervention
9526-BIHHD,0.7574,373.16,282.63,3450,"High Risk, Lower Value",Automated retention campaign or targeted offer
7389-KBFIT,0.7574,372.77,282.34,3451,"High Risk, Lower Value",Automated retention campaign or targeted offer
6317-YPKDH,0.7574,372.42,282.07,3452,"High Risk, Lower Value",Automated retention campaign or targeted offer
8665-UTDHZ,0.7574,372.35,282.02,3453,"High Risk, Lower Value",Automated retention campaign or targeted offer
6439-LAJXL,0.3256,866.1,282.0,3454,Low Priority,No immediate intervention
3701-SFMUH,0.3256,866.1,282.0,3455,Low Priority,No immediate intervention
3893-JRNFS,0.5335,528.14,281.76,3456,Low Priority,No immediate intervention
3677-IYRBF,0.7574,371.05,281.03,3457,"High Risk, Lower Value",Automated retention campaign or targeted offer
9074-KGVOX,0.5335,526.44,280.86,3458,Low Priority,No immediate intervention
5186-EJEGL,0.3256,862.25,280.75,3459,Low Priority,No immediate intervention
0623-IIHUG,0.5335,525.97,280.6,3460,Low Priority,No immediate intervention
7074-STDCN,0.5335,525.69,280.46,3461,Low Priority,No immediate intervention
9033-EOXWV,0.2946,951.73,280.38,3462,Low Priority,No immediate intervention
0013-MHZWF,0.3256,860.64,280.22,3463,Low Priority,No immediate intervention
0635-WKOLD,0.2946,950.8,280.11,3464,Low Priority,No immediate intervention
7520-HQWJU,0.3256,859.59,279.88,3465,Low Priority,No immediate intervention
2761-XECQW,0.5335,524.33,279.73,3466,Low Priority,No immediate intervention
4592-IWTJI,0.7574,369.05,279.52,3467,"High Risk, Lower Value",Automated retention campaign or targeted offer
9839-ETQOE,0.5335,523.11,279.08,3468,Low Priority,No immediate intervention
1271-SJBGZ,0.5335,522.94,278.99,3469,Low Priority,No immediate intervention
2851-STERV,0.2946,946.5,278.84,3470,Low Priority,No immediate intervention
4981-FLTMF,0.3256,855.86,278.67,3471,Low Priority,No immediate intervention
3969-JQABI,0.3256,855.83,278.66,3472,Low Priority,No immediate intervention
8985-OOPOS,0.2946,945.85,278.65,3473,Low Priority,No immediate intervention
3038-PQIUY,0.3256,854.68,278.28,3474,Low Priority,No immediate intervention
7590-VHVEG,0.7574,367.13,278.06,3475,"High Risk, Lower Value",Automated retention campaign or targeted offer
8706-HRADD,0.5335,521.14,278.03,3476,Low Priority,No immediate intervention
9938-ZREHM,0.2946,942.34,277.61,3477,Low Priority,No immediate intervention
1810-MVMAI,0.3256,850.98,277.08,3478,Low Priority,No immediate intervention
9565-JSNFM,0.2946,940.0,276.92,3479,Low Priority,No immediate intervention
9026-LHEVG,0.5335,519.03,276.9,3480,Low Priority,No immediate intervention
8111-BKVDS,0.5335,518.91,276.84,3481,Low Priority,No immediate intervention
3082-VQXNH,0.7574,365.49,276.82,3482,"High Risk, Lower Value",Automated retention campaign or targeted offer
0369-ZGOVK,0.2946,938.88,276.59,3483,Low Priority,No immediate intervention
1697-BCSHV,0.3256,848.75,276.35,3484,Low Priority,No immediate intervention
3537-RYBHH,0.3256,848.45,276.26,3485,Low Priority,No immediate intervention
6171-ZTVYB,0.3256,847.72,276.02,3486,Low Priority,No immediate intervention
7853-OETYL,0.7574,364.3,275.92,3487,"High Risk, Lower Value",Automated retention campaign or targeted offer
4826-DXMUP,0.2946,935.41,275.57,3488,Low Priority,No immediate intervention
4186-ZBUEW,0.2946,934.78,275.39,3489,Low Priority,No immediate intervention
9289-LBQVU,0.2946,934.53,275.31,3490,Low Priority,No immediate intervention
8550-XSXUQ,0.2946,934.31,275.25,3491,Low Priority,No immediate intervention
0533-UCAAU,0.2946,934.13,275.19,3492,Low Priority,No immediate intervention
7851-FLGGQ,0.5086,540.66,274.98,3493,Low Priority,No immediate intervention
9351-LZYGF,0.3256,844.51,274.97,3494,Low Priority,No immediate intervention
4682-BLBUC,0.2946,933.16,274.91,3495,Low Priority,No immediate intervention
5397-TUPSH,0.2946,933.18,274.91,3496,Low Priority,No immediate intervention
7581-EBBOU,0.2946,932.19,274.62,3497,Low Priority,No immediate intervention
9626-WEQRM,0.7574,361.96,274.15,3498,"High Risk, Lower Value",Automated retention campaign or targeted offer
0667-NSRGI,0.2946,929.14,273.72,3499,Low Priority,No immediate intervention
2038-YSEZE,0.3256,838.9,273.15,3500,Low Priority,No immediate intervention
9381-NDKME,0.5335,511.63,272.95,3501,Low Priority,No immediate intervention
8016-ZMGMO,0.2946,926.04,272.81,3502,Low Priority,No immediate intervention
5951-AOFIH,0.3256,837.85,272.8,3503,Low Priority,No immediate intervention
7964-YESJC,0.3256,837.5,272.69,3504,Low Priority,No immediate intervention
4132-POCZS,0.5335,510.84,272.53,3505,Low Priority,No immediate intervention
8650-RHRKE,0.7574,359.53,272.31,3506,"High Risk, Lower Value",Automated retention campaign or targeted offer
1697-NVVGY,0.3256,836.29,272.3,3507,Low Priority,No immediate intervention
3301-LSLWQ,0.3256,836.21,272.27,3508,Low Priority,No immediate intervention
7108-DGVUU,0.2946,923.96,272.2,3509,Low Priority,No immediate intervention
2257-BOVXD,0.3256,835.92,272.18,3510,Low Priority,No immediate intervention
2391-IPLOP,0.2946,923.01,271.92,3511,Low Priority,No immediate intervention
7691-KGKGP,0.3256,834.74,271.79,3512,Low Priority,No immediate intervention
0820-FNRNX,0.3256,833.02,271.23,3513,Low Priority,No immediate intervention
4501-UYKBC,0.2946,920.46,271.17,3514,Low Priority,No immediate intervention
7657-DYEPJ,0.2946,920.11,271.06,3515,Low Priority,No immediate intervention
9708-HPXWZ,0.5086,532.58,270.87,3516,Low Priority,No immediate intervention
6873-UDNLD,0.3256,831.32,270.68,3517,Low Priority,No immediate intervention
8548-AWOFC,0.3256,831.29,270.67,3518,Low Priority,No immediate intervention
8100-HZZLJ,0.3256,830.92,270.55,3519,Low Priority,No immediate intervention
5018-LXQQG,0.3256,830.77,270.5,3520,Low Priority,No immediate intervention
0117-LFRMW,0.5335,507.03,270.5,3521,Low Priority,No immediate intervention
8623-ULFNQ,0.3256,830.41,270.38,3522,Low Priority,No immediate intervention
7036-ZZKBD,0.3256,830.09,270.28,3523,Low Priority,No immediate intervention
4923-ADWXJ,0.3256,829.86,270.2,3524,Low Priority,No immediate intervention
4578-PHJYZ,0.2946,917.11,270.18,3525,Low Priority,No immediate intervention
1137-DGOWI,0.2946,916.98,270.14,3526,Low Priority,No immediate intervention
9362-MWODR,0.3256,829.53,270.09,3527,Low Priority,No immediate intervention
0708-LGSMF,0.3256,829.08,269.95,3528,Low Priority,No immediate intervention
1921-KYSAY,0.2946,915.49,269.7,3529,Low Priority,No immediate intervention
7880-XSOJX,0.5086,530.07,269.59,3530,Low Priority,No immediate intervention
2930-UOTMB,0.3256,827.65,269.48,3531,Low Priority,No immediate intervention
1436-ZMJAN,0.3256,826.95,269.25,3532,Low Priority,No immediate intervention
8644-XYTSV,0.5335,504.43,269.11,3533,Low Priority,No immediate intervention
3863-QSTYI,0.3256,826.52,269.11,3534,Low Priority,No immediate intervention
6992-TKNYO,0.2946,913.17,269.02,3535,Low Priority,No immediate intervention
8740-XLHDR,0.5086,528.76,268.93,3536,Low Priority,No immediate intervention
4795-WRNVT,0.3256,825.71,268.85,3537,Low Priority,No immediate intervention
7683-CBDKJ,0.3256,825.48,268.78,3538,Low Priority,No immediate intervention
4628-CTTLA,0.5335,503.43,268.58,3539,Low Priority,No immediate intervention
4903-CNOZC,0.2946,911.63,268.57,3540,Low Priority,No immediate intervention
0975-VOOVL,0.7574,354.47,268.48,3541,"High Risk, Lower Value",Automated retention campaign or targeted offer
9378-FXTIZ,0.2946,910.53,268.24,3542,Low Priority,No immediate intervention
3703-TTEPD,0.3256,823.43,268.11,3543,Low Priority,No immediate intervention
7041-TXQJH,0.5335,502.15,267.9,3544,Low Priority,No immediate intervention
5180-UCIIQ,0.5335,502.05,267.84,3545,Low Priority,No immediate intervention
8474-UMLNT,0.3256,822.11,267.68,3546,Low Priority,No immediate intervention
1338-CECEE,0.2946,908.47,267.64,3547,Low Priority,No immediate intervention
5568-DMXZS,0.3256,821.46,267.47,3548,Low Priority,No immediate intervention
5174-RNGBH,0.3256,821.19,267.38,3549,Low Priority,No immediate intervention
4226-KKDON,0.3256,820.12,267.03,3550,Low Priority,No immediate intervention
0836-SEYLU,0.5335,500.27,266.89,3551,Low Priority,No immediate intervention
3538-WZPHD,0.7574,352.35,266.87,3552,"High Risk, Lower Value",Automated retention campaign or targeted offer
5156-UMKOW,0.7574,352.23,266.78,3553,"High Risk, Lower Value",Automated retention campaign or targeted offer
9667-EQRXU,0.5335,499.06,266.25,3554,Low Priority,No immediate intervention
4672-FOTSD,0.3256,816.89,265.98,3555,Low Priority,No immediate intervention
9609-BENEA,0.2946,902.42,265.85,3556,Low Priority,No immediate intervention
2065-MMKGR,0.2946,902.23,265.8,3557,Low Priority,No immediate intervention
9700-ISPUP,0.3256,815.03,265.37,3558,Low Priority,No immediate intervention
2778-OCLGR,0.5335,496.72,265.0,3559,Low Priority,No immediate intervention
1373-ORVIZ,0.3256,813.4,264.84,3560,Low Priority,No immediate intervention
8450-UYIBU,0.5335,496.41,264.83,3561,Low Priority,No immediate intervention
3402-XRIUO,0.3256,812.81,264.65,3562,Low Priority,No immediate intervention
6854-EXGSF,0.3256,812.59,264.58,3563,Low Priority,No immediate intervention
8807-ARQET,0.5335,495.91,264.57,3564,Low Priority,No immediate intervention
2925-MXLSX,0.2946,897.86,264.51,3565,Low Priority,No immediate intervention
0872-JCPIB,0.3256,810.95,264.05,3566,Low Priority,No immediate intervention
6507-DTJZV,0.3256,809.27,263.5,3567,Low Priority,No immediate intervention
7989-AWGEH,0.5335,493.9,263.5,3568,Low Priority,No immediate intervention
2373-NTKOD,0.3256,809.0,263.41,3569,Low Priority,No immediate intervention
9782-LGXMC,0.3256,808.29,263.18,3570,Low Priority,No immediate intervention
0774-IFUVM,0.3256,807.89,263.05,3571,Low Priority,No immediate intervention
7797-EJMDP,0.3256,807.18,262.82,3572,Low Priority,No immediate intervention
7905-NJMXS,0.3256,806.97,262.75,3573,Low Priority,No immediate intervention
1840-BIUOG,0.2946,890.53,262.35,3574,Low Priority,No immediate intervention
1907-YLNYW,0.3256,805.73,262.35,3575,Low Priority,No immediate intervention
1862-SKORY,0.5335,491.2,262.06,3576,Low Priority,No immediate intervention
7319-VENRZ,0.3256,803.85,261.73,3577,Low Priority,No immediate intervention
3523-QRQLL,0.2946,888.02,261.61,3578,Low Priority,No immediate intervention
3665-JATSN,0.5335,489.82,261.32,3579,Low Priority,No immediate intervention
5204-QZXPU,0.5335,489.79,261.3,3580,Low Priority,No immediate intervention
1465-LNTLJ,0.3256,802.39,261.26,3581,Low Priority,No immediate intervention
8257-RZAHR,0.3256,802.32,261.24,3582,Low Priority,No immediate intervention
6351-SCJKT,0.5086,513.18,261.0,3583,Low Priority,No immediate intervention
9754-CLVZW,0.5335,488.94,260.85,3584,Low Priority,No immediate intervention
0708-SJDIS,0.3256,799.68,260.38,3585,Low Priority,No immediate intervention
7361-YPXFS,0.3256,799.28,260.25,3586,Low Priority,No immediate intervention
8160-HOWOX,0.3256,798.36,259.95,3587,Low Priority,No immediate intervention
2436-QBZFP,0.5335,486.68,259.64,3588,Low Priority,No immediate intervention
3179-GBRWV,0.3256,796.26,259.26,3589,Low Priority,No immediate intervention
0096-FCPUF,0.3256,796.21,259.25,3590,Low Priority,No immediate intervention
6366-XIVKZ,0.3256,795.6,259.05,3591,Low Priority,No immediate intervention
9259-PACGQ,0.3256,795.52,259.02,3592,Low Priority,No immediate intervention
2988-PLAHS,0.2946,879.19,259.01,3593,Low Priority,No immediate intervention
4765-OXPPD,0.3256,795.4,258.98,3594,Low Priority,No immediate intervention
3629-WEAAM,0.3256,794.85,258.8,3595,Low Priority,No immediate intervention
1104-FEJAM,0.3256,794.76,258.77,3596,Low Priority,No immediate intervention
5087-SUURX,0.5335,484.21,258.33,3597,Low Priority,No immediate intervention
9578-VRMNM,0.3256,793.13,258.24,3598,Low Priority,No immediate intervention
1702-CCFNJ,0.3256,792.94,258.18,3599,Low Priority,No immediate intervention
3521-SYVOR,0.3256,792.1,257.91,3600,Low Priority,No immediate intervention
3164-AALRN,0.2946,873.8,257.42,3601,Low Priority,No immediate intervention
1852-XEMDW,0.3256,790.18,257.28,3602,Low Priority,No immediate intervention
2458-EOMRE,0.3256,790.18,257.28,3603,Low Priority,No immediate intervention
7351-KYHQH,0.3256,789.66,257.11,3604,Low Priority,No immediate intervention
0384-RVBPI,0.3256,787.84,256.52,3605,Low Priority,No immediate intervention
2187-LZGPL,0.5335,479.47,255.8,3606,Low Priority,No immediate intervention
2408-PSJVE,0.3256,785.6,255.79,3607,Low Priority,No immediate intervention
3688-FTHLT,0.3256,785.45,255.74,3608,Low Priority,No immediate intervention
4283-IVYCI,0.3256,784.87,255.55,3609,Low Priority,No immediate intervention
7459-RRWQZ,0.3256,784.33,255.38,3610,Low Priority,No immediate intervention
4174-LPGTI,0.2946,866.49,255.27,3611,Low Priority,No immediate intervention
5309-TAIKL,0.3256,783.94,255.25,3612,Low Priority,No immediate intervention
8845-LWKGE,0.2946,866.04,255.14,3613,Low Priority,No immediate intervention
7839-NUIAA,0.3256,783.4,255.08,3614,Low Priority,No immediate intervention
8773-HHUOZ,0.3256,783.21,255.01,3615,Low Priority,No immediate intervention
6652-YFFJO,0.3256,782.55,254.8,3616,Low Priority,No immediate intervention
0257-KXZGU,0.3256,782.24,254.7,3617,Low Priority,No immediate intervention
2937-FTHUR,0.3256,781.56,254.48,3618,Low Priority,No immediate intervention
5673-TIYIB,0.5086,499.48,254.04,3619,Low Priority,No immediate intervention
7707-PYBBH,0.3256,779.5,253.81,3620,Low Priority,No immediate intervention
0786-VSSUD,0.5335,475.33,253.59,3621,Low Priority,No immediate intervention
6718-BDGHG,0.2946,860.8,253.59,3622,Low Priority,No immediate intervention
8624-GIOUT,0.3256,778.18,253.38,3623,Low Priority,No immediate intervention
6235-VDHOM,0.7574,334.09,253.04,3624,"High Risk, Lower Value",Automated retention campaign or targeted offer
6537-QLGEX,0.5335,473.65,252.69,3625,Low Priority,No immediate intervention
2150-UWTFY,0.3256,774.47,252.17,3626,Low Priority,No immediate intervention
8992-OBVDG,0.3256,774.33,252.12,3627,Low Priority,No immediate intervention
8980-WQFWL,0.3256,774.08,252.04,3628,Low Priority,No immediate intervention
5446-DKWYW,0.2946,854.28,251.67,3629,Low Priority,No immediate intervention
3639-XJHKQ,0.3256,772.78,251.62,3630,Low Priority,No immediate intervention
6440-DKQGE,0.2946,852.68,251.2,3631,Low Priority,No immediate intervention
2522-WLNSF,0.2946,852.61,251.18,3632,Low Priority,No immediate intervention
2150-WLKUW,0.2946,852.13,251.04,3633,Low Priority,No immediate intervention
6253-WRFHY,0.2946,851.07,250.73,3634,Low Priority,No immediate intervention
0002-ORFBO,0.2946,850.98,250.7,3635,Low Priority,No immediate intervention
4418-LZMSV,0.3256,769.23,250.46,3636,Low Priority,No immediate intervention
7753-USQYQ,0.2946,849.98,250.4,3637,Low Priority,No immediate intervention
9114-AAFQH,0.2946,849.44,250.25,3638,Low Priority,No immediate intervention
6322-HRPFA,0.3256,768.35,250.17,3639,Low Priority,No immediate intervention
7000-WCEVQ,0.3256,766.94,249.72,3640,Low Priority,No immediate intervention
0567-GGCAC,0.3256,765.49,249.24,3641,Low Priority,No immediate intervention
7919-ZODZZ,0.2946,843.03,248.36,3642,Low Priority,No immediate intervention
0484-FFVBJ,0.2946,842.41,248.17,3643,Low Priority,No immediate intervention
7541-YLXCL,0.2946,842.02,248.06,3644,Low Priority,No immediate intervention
5756-OZRIO,0.2946,841.75,247.98,3645,Low Priority,No immediate intervention
7994-XIRTR,0.2946,841.22,247.82,3646,Low Priority,No immediate intervention
8722-NGNBH,0.5086,487.1,247.74,3647,Low Priority,No immediate intervention
5236-XMZJY,0.3256,760.59,247.65,3648,Low Priority,No immediate intervention
7734-DBOAI,0.5086,486.88,247.63,3649,Low Priority,No immediate intervention
6620-HVDUJ,0.3256,760.19,247.52,3650,Low Priority,No immediate intervention
6620-JDYNW,0.3256,759.45,247.28,3651,Low Priority,No immediate intervention
0297-RBCSG,0.2946,839.08,247.19,3652,Low Priority,No immediate intervention
7634-WSWDB,0.5335,463.26,247.15,3653,Low Priority,No immediate intervention
5061-PBXFW,0.3256,758.16,246.86,3654,Low Priority,No immediate intervention
0289-IVARM,0.3256,757.87,246.76,3655,Low Priority,No immediate intervention
4003-FUSHP,0.3256,757.43,246.62,3656,Low Priority,No immediate intervention
7143-BQIBA,0.3256,757.21,246.55,3657,Low Priority,No immediate intervention
2978-XXSOG,0.3256,757.05,246.5,3658,Low Priority,No immediate intervention
9069-LGEUL,0.3256,756.53,246.33,3659,Low Priority,No immediate intervention
8878-RYUKI,0.3256,756.4,246.28,3660,Low Priority,No immediate intervention
0851-DFJKB,0.3256,755.96,246.14,3661,Low Priority,No immediate intervention
7184-LRUUR,0.2946,834.14,245.74,3662,Low Priority,No immediate intervention
4468-KAZHE,0.3256,753.69,245.4,3663,Low Priority,No immediate intervention
2202-OUTMO,0.3256,753.63,245.38,3664,Low Priority,No immediate intervention
9633-DENPU,0.3256,753.37,245.3,3665,Low Priority,No immediate intervention
3748-FVMZZ,0.5086,482.23,245.26,3666,Low Priority,No immediate intervention
7446-YPODE,0.3256,752.6,245.05,3667,Low Priority,No immediate intervention
0228-MAUWC,0.3256,752.5,245.01,3668,Low Priority,No immediate intervention
5081-NWSUP,0.2946,831.43,244.94,3669,Low Priority,No immediate intervention
5438-QMDDL,0.3256,752.08,244.88,3670,Low Priority,No immediate intervention
7854-EDSSA,0.3256,751.88,244.81,3671,Low Priority,No immediate intervention
0377-JBKKT,0.3256,751.62,244.73,3672,Low Priority,No immediate intervention
0303-UNCIP,0.2946,830.25,244.59,3673,Low Priority,No immediate intervention
5756-JYOJT,0.2946,830.12,244.55,3674,Low Priority,No immediate intervention
8399-YNDCH,0.3256,750.82,244.47,3675,Low Priority,No immediate intervention
9504-DSHWM,0.3256,750.51,244.37,3676,Low Priority,No immediate intervention
1353-LJWEM,0.3256,750.43,244.34,3677,Low Priority,No immediate intervention
8221-EQDGL,0.3256,750.24,244.28,3678,Low Priority,No immediate intervention
0895-LMRSF,0.2946,828.84,244.18,3679,Low Priority,No immediate intervention
5478-JJVZK,0.3256,748.89,243.84,3680,Low Priority,No immediate intervention
8033-ATFAS,0.3256,748.34,243.66,3681,Low Priority,No immediate intervention
4510-PYUSH,0.3256,747.33,243.33,3682,Low Priority,No immediate intervention
0719-SYFRB,0.3256,745.79,242.83,3683,Low Priority,No immediate intervention
8201-AAXCB,0.3256,745.64,242.78,3684,Low Priority,No immediate intervention
4134-BSXLX,0.3256,745.43,242.71,3685,Low Priority,No immediate intervention
5832-EXGTT,0.3256,745.27,242.66,3686,Low Priority,No immediate intervention
8741-LQOBK,0.5335,454.18,242.31,3687,Low Priority,No immediate intervention
5649-TJHOV,0.5335,453.69,242.04,3688,Low Priority,No immediate intervention
6131-FOYAS,0.3256,742.31,241.7,3689,Low Priority,No immediate intervention
2931-FSOHN,0.3256,741.78,241.52,3690,Low Priority,No immediate intervention
6839-ITVZJ,0.3256,739.63,240.82,3691,Low Priority,No immediate intervention
9489-UTFKA,0.3256,739.59,240.81,3692,Low Priority,No immediate intervention
7470-DYNOE,0.2946,816.6,240.57,3693,Low Priority,No immediate intervention
4939-KYYPY,0.3256,738.75,240.54,3694,Low Priority,No immediate intervention
2186-QZEYA,0.3256,738.77,240.54,3695,Low Priority,No immediate intervention
0953-LGOVU,0.5335,450.7,240.45,3696,Low Priority,No immediate intervention
2782-JEEBU,0.5335,450.24,240.2,3697,Low Priority,No immediate intervention
6502-KUGLL,0.3256,737.57,240.15,3698,Low Priority,No immediate intervention
4139-SUGLD,0.5335,449.88,240.01,3699,Low Priority,No immediate intervention
1849-RJYIG,0.3256,736.73,239.88,3700,Low Priority,No immediate intervention
8400-WZICQ,0.3256,736.58,239.83,3701,Low Priority,No immediate intervention
4360-QRAVE,0.5335,449.24,239.67,3702,Low Priority,No immediate intervention
8679-JOEVF,0.3256,735.5,239.48,3703,Low Priority,No immediate intervention
4504-YOULA,0.3256,735.26,239.4,3704,Low Priority,No immediate intervention
7672-VFMXZ,0.3256,734.57,239.18,3705,Low Priority,No immediate intervention
8788-DOXSU,0.2946,811.86,239.17,3706,Low Priority,No immediate intervention
7746-AWNQW,0.5335,448.21,239.12,3707,Low Priority,No immediate intervention
6773-LQTVT,0.5335,448.17,239.1,3708,Low Priority,No immediate intervention
5697-GOMBF,0.5335,448.01,239.01,3709,Low Priority,No immediate intervention
1986-PHGZF,0.3256,733.77,238.92,3710,Low Priority,No immediate intervention
2195-VVRJF,0.3256,733.04,238.68,3711,Low Priority,No immediate intervention
3845-JHAMY,0.5335,447.25,238.61,3712,Low Priority,No immediate intervention
1049-FYSYG,0.5335,446.76,238.35,3713,Low Priority,No immediate intervention
6872-HXFNF,0.2946,808.67,238.23,3714,Low Priority,No immediate intervention
9640-ZSLDC,0.2946,808.46,238.17,3715,Low Priority,No immediate intervention
4501-VCPFK,0.5335,446.32,238.11,3716,Low Priority,No immediate intervention
7766-CLTIC,0.3256,731.12,238.05,3717,Low Priority,No immediate intervention
5424-RLQLC,0.3256,730.7,237.92,3718,Low Priority,No immediate intervention
7078-NVFAM,0.5335,445.61,237.73,3719,Low Priority,No immediate intervention
1794-SWWKL,0.3256,729.26,237.45,3720,Low Priority,No immediate intervention
4695-VADHF,0.3256,729.01,237.37,3721,Low Priority,No immediate intervention
8734-FNWVH,0.3256,728.15,237.09,3722,Low Priority,No immediate intervention
4925-LMHOK,0.3256,727.46,236.86,3723,Low Priority,No immediate intervention
6133-OZILE,0.5335,443.67,236.7,3724,Low Priority,No immediate intervention
4439-YRNVD,0.5335,443.63,236.68,3725,Low Priority,No immediate intervention
1090-PYKCI,0.1515,1561.97,236.64,3726,Valuable but Stable,Monitor and maintain relationship
9481-SFCQY,0.3256,726.71,236.62,3727,Low Priority,No immediate intervention
4307-KWMXE,0.5335,443.25,236.47,3728,Low Priority,No immediate intervention
4945-RVMTE,0.3256,725.9,236.35,3729,Low Priority,No immediate intervention
5778-BVOFB,0.3256,724.91,236.03,3730,Low Priority,No immediate intervention
3472-OAOOR,0.5335,442.28,235.96,3731,Low Priority,No immediate intervention
0856-NAOES,0.3256,724.65,235.95,3732,Low Priority,No immediate intervention
8498-XXGWA,0.3256,724.46,235.88,3733,Low Priority,No immediate intervention
1205-WNWPJ,0.3256,723.93,235.71,3734,Low Priority,No immediate intervention
9780-FKVVF,0.3256,723.78,235.66,3735,Low Priority,No immediate intervention
0565-JUPYD,0.1515,1554.46,235.5,3736,Valuable but Stable,Monitor and maintain relationship
